	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	capillary endothelial cell	endothelial cell	endothelial cell of artery	fibroblast	macrophage	mast cell	natural killer cell	neutrophil	pericyte	smooth muscle cell	vein endothelial cell
CHPF	0	0	0	0	0	0.372801	0.000505219	0	0	0	0.0356352	0.115628	0
CHPF2	0.0346849	0.0677428	0	0.0204551	0	0.0366211	0.00462356	0	0	0	0.0552092	0.00405678	0
CHPT1	0	0	0	0.0145304	0.699762	0.257408	0.0471757	0.268207	0	0	0.0961459	0.0210481	0
CHRAC1	0	0.0890742	0.474381	0.162974	0.125897	0.266166	0.14369	0	0	0	0.264025	0.097526	0
CHRD	0	0	0	0	0	0.0618984	0	0	0	0	0.203073	0.0670512	0
CHRDL1	0	0	0	0	0	0.518331	0	0	0	0	0.368361	0	0
CHRFAM7A	0	0	0	0	0	0.00017759	5.2979e-05	0	0	0	0	0	0
CHRM3	0.000216378	0	0.000472377	0.179729	0	0	0.00380195	0	0	0	5.66684e-05	0	0
CHRM5	0.000159919	0	0	7.2426e-05	0	0.0113195	0	0	0	0	0	0	0
CHRNA6	0	0	0	0.000115192	0	0.000141078	0	0	0	0	0	0	0
CHRNA7	0	0	0	0	0	5.17831e-05	0.101016	0	0	0	5.30496e-05	0	0
CHRNB1	0.0454472	0.000209	0.444506	0.100944	0	0.148349	0.0715996	0.000245037	0	0	0.100458	0	0
CHRNB4	0	0	0	0	0	0	0.000112222	0	0	0	2.65385e-05	6.86122e-05	0
CHRNE	0	0	0	0.0768248	0	0.0305481	0.0415221	0.00142426	0	0	0	0	0
CHST1	0	0	0	4.00529e-05	0	0	0.0385411	0	0	0	0	0.0999967	0
CHST10	0	0	0	0	0	0.0125731	0	0	0	0	0	6.56533e-05	0.072291
CHST11	0.111057	0.136765	0	0	0	0.109278	0.0980776	0	0	0	0.0152072	0	0
CHST14	0	0	0	0.0255405	0	0.116964	0.000201283	0	0	0	0.0972725	0	0.236736
CHST15	0	0	0	0.101446	0	0.039412	0.172816	0	0	0	0.205548	0.0771198	0.0625819
CHST3	0.0001855	0	0	0.0151175	0	0.133907	0	0	0	0	0.122716	0.0778007	0
CHST6	0	9.62956e-05	0	0	0	0.000156374	0	0	0	0	0.0012164	0.000279284	0
CHST7	0	0	0	0.00129205	0	0.0904611	0.0323757	0	0	0	0	0	0.214326
CHST8	0	0	0	0	0	0	0	0	0	0	0.0991635	0	0
CHST9	0.0001855	0	0	6.70719e-05	0	0.000129602	0.00244729	0	0	0	7.96299e-05	0	0
CHSY1	0.155462	0.434596	0.368767	0.474922	0.564565	0.32665	0.0769484	0.347891	0	0	0.182998	0.176928	0.694767
CHSY3	0	0	0	0	0	0.000709283	0	0	0	0	0.0669687	0.0152296	0
CHTF8	0.029978	0.044581	0	0.00149419	0	0.00119936	0	0	0	0	0	0	0
CHTOP	0.091671	0.476835	0	0.242223	0.0678767	0.370938	0.164908	0.283468	0	0	0.252052	0.0282707	0
CHUK	0	0	0.164744	0.061313	0	0.0847961	0.0441898	0	0	0	4.97583e-05	0.0147946	0
CHURC1	0.387834	0.0493832	0.374012	0.398438	0.788258	0.311264	0.095612	0.00477199	0.0864395	0	0.421459	0.531916	0.0100829
CIAO1	0.307191	0.169562	0.026738	0.197407	0.0163299	0.184772	0.0239799	0	0	0	0.157796	0.377398	2.11456
CIAPIN1	0	0	0.639122	0.324635	0.592809	0.314492	0	0	0	0	0.28946	0.0837125	0
CIB1	0.465739	0.409532	0.404533	0.17647	0.849147	0.462623	0.286152	0.342938	0.551201	1.15731	0.388972	0.676174	0.509695
CIC	0	0.00319409	0	0.0329015	0	0.0124008	0.0952797	0	0	0	0.00130501	0.0341609	0
CIDEB	0	0	0	0.00506537	0	0.00387413	0	0	0.100445	0	0.00801908	0	0
CIDEC	0.00183619	0	0	0	0	0.188224	0.000419729	0	0	0	0.000832879	0.00527353	0
CIITA	0	0.00403041	0	0.239976	0.283528	0.000160021	0.0468317	0.000389651	0	0	0.00878472	8.96899e-05	0
CILP	0.000130352	0	0	0	0	0.996624	0	0	0	0	0	0	0
CINP	0.0554493	0.0800029	0	0.188429	0.62752	0.19027	0.0580382	0.000220402	0	0	0.103037	0.0464172	0.674759
CIR1	0.10557	0.276493	0	0.189201	0	0.357621	0.0437069	0.258153	0	0	0.304544	0.486512	0
CIRBP	0.0954608	0.0962885	0.957141	0.398333	0	0.703599	0.30166	1.27213	0	0	0.822873	0.341433	1.05421
CISD1	0.0706463	0.000151747	0.616955	0.362351	0.328831	0.289802	0.131843	0.170206	0	0	0.379889	0.234548	0
CISD2	0.242109	0.233505	0.412283	0.143937	0.623292	0.313202	0.0737306	0.336598	0.460545	0	0.346764	0.415768	0
CISD3	0.107252	0.0969399	0.413181	0.202383	0.186465	0.266884	0.201308	0	0.383062	0	0.554534	0.219599	0.3521
CISH	0.203141	0.115959	0	0	0	0.138393	0	0	0	0	0.0778438	0	0
CIT	0.000415181	0	0	0.0993686	0	0.0172571	0	0.000220402	0.00112935	0.0539846	0.000571464	0.000153769	0.288204
CITED2	0.220594	0.0133613	0	0.0576123	0	0.123101	0.162266	0	0.00777472	0	0.0692186	0.0187465	0
CIZ1	0	0.147632	0.231346	0.287495	0	0.199375	0.031028	0.316279	0	0	0.17326	0.174663	0.151423
CKAP2	0.128329	0.0784089	0	0	0	0.00667612	0.0487778	0.160337	0	0	0.0170967	0.00137004	0.0252763
CKAP2L	0.000318872	0	0	0	0	0	0.0267244	0	0	0	0	0	0
CKAP4	0	0	0.00141446	0.255901	0	0.430999	0.184995	0	0	0	0.231501	0.0371632	0
CKAP5	0.00654918	0.102692	0	0.0844191	0	0.190283	0.0807235	0.00872532	0	0	0	0.0795308	0
CKB	0	0	0	0	0	0.313789	0.00669418	0	0	0	0.53652	0.232243	0
CKLF	0.264848	0.659298	0.128572	0.137487	0.261289	0.140175	0.166226	0.608663	0	0	0.0759036	0.0570893	0.28801
CKMT2	0	0	0	0	0	2.25515e-05	0	0	0	0	0.122751	0.0704127	0
CKS1B	0.0745026	0.164365	0	0.0309954	0.157892	0.268273	0.00827941	0	0	0	0.248278	0.117033	0.412414
CKS2	0.13882	0.255601	0	0.0226141	0.344981	0.0669335	0.164094	0.0179434	0.272791	0	0.0614474	0.0904348	0.00917462
CLASP1	0.264357	0.11079	0.77456	0.280748	0.992771	0.0449398	0.0529596	0	0.245937	0	0.153794	0.18136	0.365651
CLASP2	0.0869364	0.164077	0	0.0527187	0.000452523	0.0815531	0.186141	0	0.424113	0	0.125665	0.00104728	0
CLASRP	0.0387299	0.0108449	0.213771	0.0155503	0	0.0159016	0.0215272	0	0	0	0.00314335	0.000356229	0
CLCC1	0.227002	0.0496255	0.109318	0.160381	0	0.255049	0.0988291	0	0	0	0.169878	0.111618	0
CLCF1	0	0	0	0.000663999	0	0.0264032	0	0	0	0	0.0267456	0.0958548	0
CLCN3	0.149544	0.183347	0	0.000177003	0.0364258	0.12487	0.0475379	0	0	0	0.0443726	0.019581	0
CLCN4	0	0	0	0	0	0.0892603	0	0	0	0	0	0	0
CLCN5	0	0.000185361	0	0.123612	0	0.0108736	0.0122591	0	0	0	0.0126947	0	0
CLCN6	0.019519	0	0	0.0186195	0.77131	0.125341	0.000393864	0.397808	0	0	0.0589661	0	0
CLCN7	0.000235139	0	0	0	0	0.00561341	0.0715222	0.0432574	0	0	0	0	0
CLDN1	0	0	0	0	0	0	0.131744	0	0	0	0.0146057	0	0
CLDN11	0.000297241	0	0.900746	0.10745	0.367977	0.7613	0.00297046	0.000245037	0	0	0	0.000187886	0
CLDN12	0	0	0.000472377	0	0	0.0769895	0	0	0	0	0.0436306	0.11373	0
CLDN15	0	0.136007	0	0.0115679	0	0.0223501	0.0116257	0.327386	0	0	0	7.75087e-05	0
CLDN18	0	0	0	0	0	8.7489e-05	0	0	0	0	4.01211e-05	0	0
CLDN23	0	0	0	0.0790016	0	0.0114248	0.0870997	0	0	0	0	0	0
CLDN5	0	0.000280471	0.840814	0.774421	2.86	0	0	0	0	0	0	0	0.487968
CLDND1	0.233593	0.837263	1.03184	0.446288	0.579226	0.709146	0.1432	0.323226	0	0	0.601381	0.828899	0.622666
CLDND2	0	0.0747721	0	0	0	0.0118777	0	0	0.133525	0	0.00795944	0	0
CLEC10A	0	0	0	0	0	0.0301566	0.225288	0	0	0	0	0	0
CLEC11A	0.0170447	0	0	0	0	0.0590755	0.153848	0	0	0	0.133514	0	0
CLEC12A	0	0	0	0.149536	0	0	0.0668201	0.577659	0	0.677274	0	0	0
CLEC14A	0	0	1.70001	1.23865	2.58052	0.0416277	0	0	0	0	0	0	1.65848
CLEC16A	0.0879693	0	0.474819	0.0607037	0.183136	0.0823157	0	0.0295783	0	0	0	0	0
CLEC1A	0	0	0.475978	0.284626	0	0.0151754	0	0	0	0	0	0	1.03622
CLEC2B	0.405258	0.52587	0.779191	0.587265	0.776424	0.0996966	0.147024	0	0.468079	0	0.0134591	0	0
CLEC2D	0.703211	0.505572	0.00183648	0.0552603	0.7265	0.00238871	0.21378	0.0710059	0.0033691	0	0.0163862	0.00721471	0.00552824
CLEC3B	0	0	0.0587248	0.0669501	0	0.065748	0	0	0	0	0.11597	0.0487695	0.322908
CLEC4A	0	0	0	0	0	0	0.0193745	0	0	0	0.000466963	0	0
CLEC4E	0	0	0	0	0	0	0.291954	0	0	0.0671564	0	0	0
CLEC5A	0	0.000364921	0	0	0	0	0.135171	0	0	0	0	0	0
CLEC7A	0	0	0	0.000138837	0	6.37896e-05	0.691864	0	0	1.54503	0	6.86122e-05	0
CLHC1	0.0190524	0.00459782	0	0	0	0.0172458	0	0	0	0	0.0143148	0	0
CLIC1	1.48772	1.80035	1.84608	1.0514	1.15449	1.1879	1.3687	2.26282	1.08992	0	1.46582	1.12166	1.51292
CLIC2	0	0	0	0.394062	0	0.212779	0.132393	0	0	0	0	0	0.314059
CLIC3	0.0312266	0	0	0	0	0.0348046	0	0	1.16369	0	0	0.0446028	0
CLIC4	0.0713493	0	0.64927	0.393572	1.087	0.541612	0.146404	0	0	0	0.89903	1.11501	0.559609
CLIC5	0.232857	0.0480801	0.605239	0.284109	0.681342	0	0	0	0	0	0.113053	0	0
CLIC6	0	0	0	0	0	0.12402	0	0	0	0	0.000571464	0	0
CLINT1	0.285379	0.0292159	0.25409	0.433614	0	0.400556	0.385853	0.599189	0	0	0.17255	0.0315883	0.00366946
CLIP1	0.106385	0.000282925	0.0306771	0.425084	0.871186	0.33529	0.386971	0.0795875	0.352028	0.501235	0.197142	0.121962	0.937535
CLIP2	0.0775546	0	0	0	0	0.0257791	0.0167588	0	0	0	0.0014739	0	0
CLIP3	0	0.0693717	0	0	0.00208553	0.132857	0	0	0	0	0.139611	0.0295431	0
CLIP4	0.231619	0.232401	0	0	0	0.322229	0.109606	0	0	0	0.00937079	0.00238133	0
CLK1	0.632269	1.0101	0.0035515	0.675399	0.202334	0.580448	0.46161	0.0991303	1.65498	0	0.666595	0.244558	1.71597
CLK2	0.0986412	0	0	0.0250447	0	0.053551	0.173151	0	0.0101654	0	0.130421	0	0.503628
CLK3	0.0762015	0.28194	0.609191	0.225242	1.07855	0.352537	0.0772165	0	0	0	0.424153	0.143305	0.467322
CLK4	0.0006997	0	0.583227	0.104071	0	0.169868	0.0405513	0	0	0	0.136493	0.150207	0
CLMN	0	0.000280471	0	0.000284772	0	0.0176276	0.121543	0	0	0	1.01569	0.182417	0
CLMP	0	0	0	0	0	0.307598	0.0144304	0	0	0	0.000571464	0	0
CLN3	0.000135204	0.000907534	0	0.00185121	0	0.0128722	0.0705249	0	0	0	0.00077516	0.00634027	0.012727
CLN5	0	0	0	0.0175486	0.130002	0.0882106	0.0257263	0.163755	0	0	0.155076	0.0925694	0
CLN6	0	0	0.00220595	0.0140965	0	0	0.0574132	0	0	0	0.0154042	0	0
CLN8	0	0	0	0.0714373	0	0.0404999	0.249402	0	0.017569	0	0.0201953	0	0
CLNS1A	0.362215	0.0327911	0.504808	0.269388	0.818051	0.249168	0.130402	0.300937	0.584749	0	0.175251	0.0874337	1.24529
CLOCK	0.157112	0	0	0.074091	0.26358	0.147196	0.0710256	0.000220402	0	0	0.150785	0.050025	0.000925074
CLP1	0.0801523	0	0	0	0	0.0231594	0	0	0	0	0.0762075	0.0911519	1.04938
CLPB	0.018454	0.0475556	0	0.100337	0	0.0883841	0.157165	0	0.270703	0	0.102085	0.00159185	0.851702
CLPP	0.332283	0.293933	0.00745298	0.0773035	0.333248	0.126856	0.0647387	0	0	0	0.0295401	0.275462	0
CLPTM1	0.183467	0.22641	0	0.172319	0.661406	0.35388	0.145698	0.224459	0	0	0.0826866	0.316119	0
CLPTM1L	0.0609711	0.150286	0.134646	0.0600225	0	0.127147	0.200045	0	0.523338	0.0539846	0.120157	0.064467	0.00735311
CLPX	0.0893818	0.135944	0	0.0638417	0	0.134624	0.0209848	0.235357	0	0	0.134893	0	0.600022
CLSPN	0	0	0	0.000102677	0	2.3212e-05	0.31991	0	0	0	0.0244315	0.0607301	0
CLSTN1	0.107887	0	0	0.188266	0.717279	0.294707	0.217294	0.160629	0	0	0.127422	0.123581	0
CLSTN2	0	0	0	3.16366e-05	0	0.335028	0	0	0	0	0.698146	0	0
CLSTN3	0	0	0	0.00216254	0.295746	0.00699159	0.00279592	0	0.00805113	0	0.00619677	0	0
CLTA	0.134742	0.131803	1.13483	0.429567	0.632981	0.717418	0.636439	0.925238	0.276434	0	0.54586	0.252915	1.64696
CLTB	0	0	0.694466	0.268767	0	0.220981	0.152977	0	0	0	0.270361	0.591945	0
CLTC	0.0942826	0.000154665	0.569107	0.227486	0	0.650717	0.567099	0.397843	0	0	0.473989	0.400366	0
CLTCL1	0	0	0	0	0	0.00506844	0	0	0.000945777	0	0.102138	0.0971826	0
CLU	0.0161999	0	0.0409082	1.90488	1.72495	3.08926	0.0764108	2.04239	0	0	0.573749	1.48438	3.51977
CLUAP1	0.00408914	0	0	0.0856836	0.556246	0.374765	0	0	0	0	0.144288	0.197839	0
CLVS2	0.000127963	0	0	0	0	0	0.00105251	0.000220402	0	0	0.000174525	0	0
CLYBL	0	0.0162932	0	0.0359732	0	0.00986413	0.012955	0	0	0	0.160886	0.0734129	0
CMAHP	0.0938022	0.316301	1.34118	0.598023	0.360998	0.0479175	0.110138	0	0	0	0.202649	0.112466	1.00465
CMAS	0.0567139	0.0433293	0.435289	0.0451548	0.631605	0.152433	0.0275942	0	0	0	0.200193	0.504011	0
CMBL	0	0	0	0.0506783	0	0.228834	0	0	0	0	0.0574748	0.138892	0
CMC1	0.310723	0.765275	0.291467	0.220997	0	0.313467	0.00319238	0.180907	0.401098	0	0.232712	0.110782	0.443475
CMC2	0.302327	0.0272055	0.192133	0.0711819	0.0013918	0.207024	0.353283	0.244228	0	0	0.205925	0.258871	0
CMC4	0.0151173	0	0.145679	0.0104603	0	0.0329151	0	0.052402	0	0	0.0198266	0.0246176	0
CMIP	0.0474808	0	0.000472377	0.145226	0	0.015831	0.0996626	0	0	0	0.00232018	0.0465818	0.0127978
CMKLR1	0	0	0	0.037749	0.165783	0.0439555	0.200173	0	0	0	0.0124476	0	0
CMPK1	0.207616	0.314297	0.572031	0.405495	0.783323	0.388944	0.326083	0.581054	0.326716	0	0.312556	0.804035	0
CMPK2	0.12614	0	0	0	0	0.0489669	0	0	0	0	0.0100788	8.96899e-05	0
CMSS1	0.00546794	0.0356102	0.0976495	0.0290929	0.2158	0.221937	0.0611136	0.071251	0.261114	0	0.11025	0.138237	0.166912
CMTM1	0.000275913	0.00967462	0	0	0	0.00136862	0	0	0	0	0	0	0
CMTM3	0.0544046	0.122573	0	0.141255	0	0.31284	0.218449	0.0755083	0.478167	0	0	0.0916598	0
CMTM4	7.14774e-05	0	0	0	0	0.00165644	0.0162199	0	0	0	0.0111147	0.165262	0
CMTM6	0.430304	0.671064	0.410395	0.0889251	0.00672417	0.470686	0.475174	0.897607	0.00382917	0	0.31669	0.460674	0
CMTM7	0.0761355	0.0884275	0.400751	0	0	0.113464	0.106052	0.292087	0	0	0.0565459	0.154392	0
CMTM8	0	0	0	0.0355185	0	0.00745828	0	0	0	0	0.000111465	0	0.68523
CMYA5	0	0.000515802	0	0	0	0.018712	0.000150783	0	0.000482675	0	0	0	0
CNBP	1.83653	1.70837	3.02619	1.55574	2.2183	1.79747	0.538128	2.1808	1.38773	0	2.1411	1.89566	2.36492
CNDP2	0.272837	0.188844	1.73625	0.14508	0.577706	0.13199	0.574245	0.228688	0	0	0.0509991	0.000427834	0.0638752
CNEP1R1	0.158664	0.286298	0.440067	0.138119	0.450041	0.170054	0.170832	0.368892	0	0	0.115483	0.263447	0.584434
CNFN	0	0	0.257169	0.0224153	0	0.00777578	0	0	0	0	0	0	0
CNGA1	0	0	0	0	0	0.0168141	0.135034	0	0	0	0.0480352	0	0
CNGB3	9.23775e-05	0	0	0	0.000452523	0.00573599	0	0	0	0	0	0	0
CNIH3	5.22822e-05	0.000280471	0	0.0945517	0	0.0413953	0	0	0	0	0.00279308	0.000179934	0
CNIH4	0.1938	0.154331	0.0387502	0.37258	0	0.451454	0.130022	0.169763	0	0.0539846	0.3773	0.614445	0.692181
CNKSR2	0	0.0612796	0	0	0	0.0112044	0.000118317	0	0	0	5.53532e-05	0	0
CNKSR3	0.000138318	0	0	0.0171995	0	0.00443885	0.00541777	0	0	0	4.01211e-05	0.107649	0
CNN1	0	0	0	0	0	0.0545438	0	0	0	0	0.958843	1.42799	0
CNN2	0.264562	0.200678	0.427308	0.129554	0	0.233856	0.0226878	0	0.525732	0	0.57651	0.686418	0
CNN3	0.00214094	0	2.49279	1.63798	1.44485	1.37328	0	0.0254098	0	0	2.09591	1.80976	3.48763
CNNM2	0.0590117	0	0	0	0	7.13809e-05	0.00905525	0	0	0	0.0387109	0.000142796	0
CNNM3	0.109027	0.000227816	0	0.111068	0	0.0342646	0.00139322	0.337003	0	0	0.109286	0	0.352959
CNNM4	0.0922511	0	0	0	0	0.0174872	0.0831712	0.000440465	0	0	0.000179094	0	0
CNOT1	0.221865	0.144143	0	0.137752	0.0400352	0.124914	0.0662315	0.262767	0	0	0.110315	0.0363534	0.62052
CNOT10	0.105483	0.0259359	0	0.0353488	0.522961	0.10943	0.0172947	0	0	0	0.101981	0	0.000919893
CNOT2	0.295408	0.444016	0	0.303257	0.556246	0.383134	0.228714	0.000204338	0	0	0.203068	0.11446	0.391698
CNOT3	0.0211426	0	0	0.00615334	0	0.00172799	0	0	0	0	0.0194004	0	0
CNOT4	0.216163	0.139331	0	0.0427346	0.220782	0.187791	0.101554	0.342603	0	0	0.0718707	0.05102	0
CNOT6	0.106706	0.00501287	0	0.0181535	0	0.102559	0.0249883	0	0	0	0.0683209	0	0
CNOT6L	0.436285	0.208499	0	0.188514	0.782258	0.0400583	0.0654901	0.298908	0	0	0.153231	5.67179e-05	0.597241
CNOT7	0.533613	0.0328013	0.607628	0.375576	0.010975	0.297411	0.0584637	0.692896	0	0	0.280013	0.346408	1.34842
CNOT8	0.145819	0.382179	1.6468	0.342671	2.13105	0.740441	0.189915	0.614799	1.15966	0	0.236173	0.0559492	0
CNP	0.194247	0.100333	0.633221	0.385026	0.0922103	0.423624	0.31935	0.195897	0.441672	0	0.436597	0.474695	0.875305
CNPPD1	0.13249	0.0104733	0.0713211	0.020297	0.59644	0.0824858	0.112285	0.231309	0	0	0.22446	0.00457884	0
CNPY2	0.0764814	0.0396307	0.0912774	0.112246	0.303285	0.241367	0.0722203	0.15134	0.744885	0	0.146231	0.144005	0
CNPY3	0.179128	0.357186	0.411646	0.0581395	0	0.100292	0.113593	0.626957	0	0	0.145443	0.120732	0
CNPY4	0	0	0	0.247894	0	0.101632	0	0	0	0	0	0.0297429	0
CNR1	0	0	0	7.2426e-05	0	0	0	0	0	0	0.626598	0	0.252072
CNR2	9.08476e-05	0.0715015	0	0	0	0	0	0	0.25792	0	0	0	0
CNRIP1	0	0	0.426675	0.227932	0.463676	0.305196	0.0931764	0.350196	0	0	0.337474	0.186399	0
CNST	0.142871	0.139564	0.111539	0.0838979	0	0.0250632	0.0297461	1.09093	0.523825	0	0.0360794	0	0
CNTD1	0	0.00184852	0	0.000632495	0.000696626	0.000742034	0.000191573	0	0.00112935	0	0.0001409	0.000133484	0
CNTFR	0	0	0	0	0	0.31449	0	0	0	0	0.0822501	0	0
CNTLN	0.00016531	0	0.00510616	0.228443	0.415043	0.169231	0.244621	0	0	0	0.0511198	0.1995	0.86501
CNTN1	8.31638e-05	0	0	0	0	0.0215926	0.00274641	0	0	0	3.26795e-05	0	0
CNTN3	0	0	0	9.40476e-05	0	0	0.00285164	0	0	0	0	0.0356209	0
CNTN4	0	0	0	0	0	0.035444	0	0.000220402	0	0	0.0295438	0.00124615	0
CNTNAP1	0	0	0	0.00177936	0	0.0519927	0	0.337524	0	0	0.0278218	0	0
CNTNAP2	0.000365039	0	0	5.50184e-05	0	2.01501e-05	0	0	0	0	8.83382e-05	8.96899e-05	0
CNTNAP3	0.000425981	0	0.0750412	0.092204	0.539049	0.0120433	0.000209969	0	0	0	0	0.106064	0
CNTNAP3B	0	0	0.0585048	0.155853	0.0116475	0	0	0	0	0	0	0.0151688	0.000919893
CNTNAP5	0.00197848	0	0	0	0.000452523	0	0.0293956	0.000220402	0	0	5.53532e-05	0.000169621	0
CNTRL	0.179237	0.360651	0	0.055103	0.336567	0.220669	0.588229	0.211463	0	0	0.167171	0	0
CNTROB	0	0	0	0.0489308	0	0.0208149	0.180543	0	0.164815	0	0	0	0
COA1	0.331525	0.00396717	0.0596137	0.186454	0.279633	0.296454	0.0586795	0.143543	0	0	0.259893	0.200509	0
COA3	0.130257	0.264093	0.00383936	0.525953	0.434085	0.496528	0.110833	0	0.375037	0	0.652209	0.401981	0.572231
COA4	0.16541	0	0	0.160405	0.269878	0.195755	0.238467	0.249139	0	0	0.302235	0.369784	0.657833
COA5	0.0927501	0	0	0.00100222	0.635299	0.30971	0.0932276	0	0	0	0.295622	0.577281	0
COA6	0.164725	0	0.249909	0.109798	0.531695	0.108932	0.054918	0.454299	0	0	0.0297828	0.0172907	0.957425
COASY	0.00159023	0.111983	0.227966	0.134921	0	0.197459	0.0629408	0	0	0	0.131939	0.13123	0
COBL	0	0	0	0	0.000696626	2.26896e-05	0.000209969	0.268933	0	0	0	0	0
COBLL1	0.000441681	0.000154665	0.507836	0.113744	0.784669	0.00552129	0	0.0049844	0	0.187865	0.069685	0.214283	0
COCH	0	0	0	0	0	0.0118862	0	0	0	0	0.0687805	0	0
COG1	0.207911	0.105114	0	0.0374134	0.632515	0.151305	0.000155702	0.000733853	0.000945777	0	0.0497422	0.145122	0.00366946
COG2	0.17803	0.000753267	0.346075	0.0783124	0	0.0637503	0.0002691	0	0.950778	0	0.0233099	0.0109435	0
COG3	0.0847131	0	0	0.0608864	0	0.0115974	0.0388537	0	0	0	0.0894894	0.0787525	0
COG4	0.0179393	0.000364921	0.498247	0.431006	0	0.105645	0.072095	0	0	0	0.107317	0.059721	0
COG5	0.0472671	0.178638	0	0.0565529	0.742345	0.0740384	0.0659416	0.00340451	0.166716	0	0.0405865	0.0205552	0.347015
COG6	0	0	0	0.151654	0	0.0900776	0	0	0.601362	0	0.0723535	0.112063	0
COG7	0.0845612	0	0	0.132256	0	0.0826637	0	0.346514	0	0	0.00350079	0	0
COG8	0.000216378	0.054211	0.202941	0.0321672	0.00277781	0.10327	0.0901741	0.117136	0	0	0.0584563	0.0493643	0.147991
COIL	0.148281	0.0745854	0	0.228491	0	0.0809879	0.0452476	0.185645	0	0	0.0656051	0.0194235	0
COL11A1	0	0	0	5.20816e-05	0	0.00158224	0.0203628	0	0	0	0.000429884	0	0
COL12A1	0	0	0	4.09334e-05	0	0.840639	0.00127327	0	0	0	0.281144	0.0609581	0
COL14A1	0	0	0	0	0	0.929843	0	0	0	0	0.717959	0.818316	0
COL15A1	0	0	1.90417	1.13494	0	0.175352	0.0347594	0	0	0	0	0.0690934	0.984999
COL16A1	0	0	0	0	0	0.318019	0	0	0	0	0.0593212	0.0551567	0
COL18A1	0.0554856	0	0	0	0.23373	0.034509	0.0774956	0	0	0	0.0828147	0.366882	0
COL1A1	0.0166239	0.00045693	0	0	0	0.869975	0	0	0	0	0.79307	0.708206	0
COL1A2	0.0001855	0.000151747	0	0	0	2.16458	0	0	0	0	1.58572	1.8194	0
COL21A1	0	0.000121746	0.000446706	0	0	0.0129661	0	0	0	0	0.0995755	0.106962	0
COL24A1	0	0	0	0	0	0.0874547	0	0	0	0	0	0	0
COL25A1	0	0	0.000472377	4.09334e-05	0	0	0	0	0.000945777	0	0.0268904	0	0
COL27A1	0	0	0	0	0	0.0250481	0.0127545	0	0	0	0.257496	0.0165218	0
COL3A1	0.0823866	0	0	0	0	1.40916	0	0	0	0.187865	1.06432	1.10849	0
COL4A1	0	0	0.528485	0.296378	0.806864	0.640082	0	0	0	0	0.497582	0.776922	0.498681
COL4A2	0	0	1.55773	0.361103	0.675271	0.49491	0	0	0	0	0.609325	0.922889	0.451635
COL4A4	0	0.000312174	0	6.70719e-05	0	0.0173016	0	0	0	0	0	0.0656289	0
COL4A5	0.000473887	0	0	0	0	0	0.0118115	0	0	0	0.282608	0.227503	0
COL4A6	0	0	0	0	0	0.000766468	0	0	0	0	0.0351471	0.0726889	0
COL5A1	0.0589556	0	0	0.0582705	0	0.493376	0	0	0	0	0.0996263	0.0892285	0
COL5A2	0	0	0.506247	0	0.792379	0.32227	0	0	0	0	0.212962	0.377231	0
COL5A3	0	0	0	0	0	0.0379379	0	0	0	0	0.0109303	0	0
COL6A1	0	0	0.550195	0.166281	0	1.75001	0	0	0	0	0.843765	0.765445	0
COL6A2	0.0481887	0	0	0.0685458	0	1.35856	0	0	0	0	0.574817	0.74021	0
COL6A3	0.0885483	0.000303368	0	0.00363757	0.0133009	2.03974	0.00473573	0.000879576	0	0	0.553552	0.140889	0
COL6A4P2	0.000127963	0	0	0	0	0	0.000118317	0	0	0	4.25323e-05	0	0
COL7A1	0	0	0	6.70719e-05	0	2.12311e-05	0	0	0	0.0671564	0	0	0
COL8A1	0	0	0	0.00314415	0.334017	0.161544	0	0	0	0	0	1.08479	0.211908
COL8A2	0	0	0	0	0	0.142347	0	0	0	0	0	0.0927966	0
COLEC11	0	0	0	0	0	0.0146893	0	0.000245037	0	0	0.0330119	0	0
COLEC12	0	0.000797151	0	0	0	0.137104	0.344544	0	0	0	0	0	0
COLQ	0.137098	0	0	0	0	0.0118938	9.59334e-05	0	0	0	0.0493105	0	0
COMMD1	0.0611199	0.0547648	0	0.188491	0.000696626	0.346124	0.0734132	0	0.6435	0	0.327806	0.25421	0.254291
COMMD10	0.0411638	0.306923	0.353198	0.253067	0	0.21853	0.228943	0.395831	0	0	0.231516	0	0
COMMD2	0.210052	0.449297	0.979193	0.315181	0	0.193775	0.0226481	0.31153	0.481964	0	0.121054	0.224176	0.753889
COMMD3	0.176777	0.256864	0.287141	0.238369	0.769174	0.358928	0.035122	0.170578	0.0215236	0	0.318984	0.412948	0
COMMD4	0	0.137715	0	0.0974563	0	0.142215	0.201898	0.21071	0	0	0.0284226	0.173108	0.00917462
COMMD5	0.131842	0.24077	0.000943864	0.152343	0.380315	0.23597	0.0873198	0.207708	0	0.0671564	0.195767	0.000346046	0
COMMD6	0.992399	0.556046	0.74271	0.794863	0.767655	0.664286	0.357276	0.896089	0.253927	0	0.843604	0.91802	0
COMMD7	0.299385	0.425463	0.0974367	0.39155	0.951612	0.268458	0.0711731	0.322233	0	0	0.424941	0.572111	0.700572
COMMD8	0.238795	0	0.857066	0.122692	0	0.324428	0.33656	0.343682	0.257466	0	0.224502	0.134123	0.774374
